Area,Quarter,Version,Variable,Value,Weight
Horowhenua District,2017-09,1.4,HAM_Rent_Index,1171.830714,0.005701723
Hurunui District,2017-09,1.4,HAM_Rent_Index,896.3369617,0.001119798
Invercargill City,2017-09,1.4,HAM_Rent_Index,1021.166198,0.01090005
Kaikoura District,2017-09,1.4,HAM_Rent_Index,850.6282357,0.000493122
Kaipara District,2017-09,1.4,HAM_Rent_Index,1096.535387,0.002609437
Kapiti Coast District,2017-09,1.4,HAM_Rent_Index,947.2622577,0.009030296
Kawerau District,2017-09,1.4,HAM_Rent_Index,1215.183194,0.001232805
Lower Hutt City,2017-09,1.4,HAM_Rent_Index,914.9495747,0.024707466
Mackenzie District,2017-09,1.4,HAM_Rent_Index,765.5654125,0.000410935
Manawatu District,2017-09,1.4,HAM_Rent_Index,1046.92706,0.004006616
Marlborough District,2017-09,1.4,HAM_Rent_Index,908.7732466,0.007879678
Masterton District,2017-09,1.4,HAM_Rent_Index,1086.344495,0.00511614
Matamata-Piako District,2017-09,1.4,HAM_Rent_Index,945.0823416,0.004612745
Napier City,2017-09,1.4,HAM_Rent_Index,1051.720682,0.015625803
Nelson City,2017-09,1.4,HAM_Rent_Index,963.5358686,0.01159864
New Plymouth District,2017-09,1.4,HAM_Rent_Index,995.7863615,0.015420335
Opotiki District,2017-09,1.4,HAM_Rent_Index,1201.49099,0.001458819
Otorohanga District,2017-09,1.4,HAM_Rent_Index,949.5384966,0.00088351
Palmerston North City,2017-09,1.4,HAM_Rent_Index,1023.51286,0.022262403
Porirua City,2017-09,1.4,HAM_Rent_Index,978.6326202,0.013088279
Queenstown-Lakes District,2017-09,1.4,HAM_Rent_Index,635.2453107,0.007900225
Rangitikei District,2017-09,1.4,HAM_Rent_Index,1099.51335,0.001921121
Rotorua District,2017-09,1.4,HAM_Rent_Index,1037.056962,0.016540133
Ruapehu District,2017-09,1.4,HAM_Rent_Index,1114.145491,0.001828661
Selwyn District,2017-09,1.4,HAM_Rent_Index,626.6090534,0.003873062
South Taranaki District,2017-09,1.4,HAM_Rent_Index,1037.865647,0.004027163
South Waikato District,2017-09,1.4,HAM_Rent_Index,1047.30003,0.004119623
South Wairarapa District,2017-09,1.4,HAM_Rent_Index,981.4941185,0.001068431
Southland District,2017-09,1.4,HAM_Rent_Index,849.8234791,0.00155128
Stratford District,2017-09,1.4,HAM_Rent_Index,1055.952293,0.001191711
Tararua District,2017-09,1.4,HAM_Rent_Index,1147.451672,0.002506703
Tasman District,2017-09,1.4,HAM_Rent_Index,945.2304457,0.006307852
Taupo District,2017-09,1.4,HAM_Rent_Index,938.6488375,0.007006441
Tauranga City,2017-09,1.4,HAM_Rent_Index,916.5364766,0.029094197
Thames-Coromandel District,2017-09,1.4,HAM_Rent_Index,1105.602443,0.00407853
Timaru District,2017-09,1.4,HAM_Rent_Index,992.8305251,0.007725578
Upper Hutt City,2017-09,1.4,HAM_Rent_Index,925.1654953,0.008290613
Waikato District,2017-09,1.4,HAM_Rent_Index,927.2108076,0.009112483
Waimakariri District,2017-09,1.4,HAM_Rent_Index,867.9238195,0.005557896
Waimate District,2017-09,1.4,HAM_Rent_Index,1044.400691,0.00076023
Waipa District,2017-09,1.4,HAM_Rent_Index,860.9489703,0.007499563
Wairoa District,2017-09,1.4,HAM_Rent_Index,1141.813643,0.001088978
Waitaki District,2017-09,1.4,HAM_Rent_Index,1002.84592,0.002927912
Waitomo District,2017-09,1.4,HAM_Rent_Index,1087.485978,0.001212258
Wellington City,2017-09,1.4,HAM_Rent_Index,659.4846137,0.05744871
Western Bay of Plenty District,2017-09,1.4,HAM_Rent_Index,881.5058423,0.005013407
Westland District,2017-09,1.4,HAM_Rent_Index,838.057376,0.000893784
Whakatane District,2017-09,1.4,HAM_Rent_Index,1065.331588,0.005948284
Whanganui District,2017-09,1.4,HAM_Rent_Index,1190.800878,0.009523418
Whangarei District,2017-09,1.4,HAM_Rent_Index,1027.845282,0.018379067
Auckland Total,2017-09,1.4,HAM_Rent_Index,789.4110296,0.372029711
National Total,2017-09,1.4,HAM_Rent_Index,880.8882818,1
Ashburton District,2017-12,1.4,HAM_Rent_Index,857.6005986,0.005002922
Auckland: Albany Ward,2017-12,1.4,HAM_Rent_Index,672.3275378,0.02474806
Auckland: Albert-Eden-Roskill Ward,2017-12,1.4,HAM_Rent_Index,728.1246326,0.045518387
Auckland: Franklin Ward,2017-12,1.4,HAM_Rent_Index,786.6882503,0.011553879
Auckland: Howick Ward,2017-12,1.4,HAM_Rent_Index,656.1187142,0.027956901
Auckland: Manukau Ward,2017-12,1.4,HAM_Rent_Index,944.3054312,0.045641409
Auckland: Manurewa-Papakura Ward,2017-12,1.4,HAM_Rent_Index,923.8659386,0.041181838
Auckland: Maungakiekie-Tamaki Ward,2017-12,1.4,HAM_Rent_Index,806.1398719,0.027946649
Auckland: North Shore Ward,2017-12,1.4,HAM_Rent_Index,677.2485412,0.03430282
Auckland: Orakei Ward,2017-12,1.4,HAM_Rent_Index,554.5678257,0.018842972
Auckland: Rodney Ward,2017-12,1.4,HAM_Rent_Index,785.4893209,0.007822191
Auckland: Waitakere Ward,2017-12,1.4,HAM_Rent_Index,849.2228588,0.0398901
Auckland: Waitemata and Gulf Ward,2017-12,1.4,HAM_Rent_Index,613.6628435,0.026675415
Auckland: Whau Ward,2017-12,1.4,HAM_Rent_Index,864.38395,0.021826271
Buller District,2017-12,1.4,HAM_Rent_Index,1133.138979,0.001609547
Carterton District,2017-12,1.4,HAM_Rent_Index,1108.854665,0.000984181
Central Hawke's Bay District,2017-12,1.4,HAM_Rent_Index,1055.952293,0.001486524
Central Otago District,2017-12,1.4,HAM_Rent_Index,800.6952538,0.002819269
Christchurch City,2017-12,1.4,HAM_Rent_Index,838.8057184,0.098735942
Clutha District,2017-12,1.4,HAM_Rent_Index,892.3434809,0.001373753
Dunedin City,2017-12,1.4,HAM_Rent_Index,1034.590175,0.026255087
Far North District,2017-12,1.4,HAM_Rent_Index,1104.55962,0.008919143
Gisborne District,2017-12,1.4,HAM_Rent_Index,1094.011081,0.010795239
Gore District,2017-12,1.4,HAM_Rent_Index,977.317548,0.001927355
Grey District,2017-12,1.4,HAM_Rent_Index,979.8620045,0.001937607
Hamilton City,2017-12,1.4,HAM_Rent_Index,925.9119187,0.05313554
Hastings District,2017-12,1.4,HAM_Rent_Index,1037.490585,0.016167229
Hauraki District,2017-12,1.4,HAM_Rent_Index,1070.518528,0.002583476
Horowhenua District,2017-12,1.4,HAM_Rent_Index,1141.443172,0.005710302
Hurunui District,2017-12,1.4,HAM_Rent_Index,913.0909233,0.001096952
Invercargill City,2017-12,1.4,HAM_Rent_Index,1014.354599,0.010979773
Kaikoura District,2017-12,1.4,HAM_Rent_Index,899.7526638,0.000481839
Kaipara District,2017-12,1.4,HAM_Rent_Index,1079.534839,0.002644987
Kapiti Coast District,2017-12,1.4,HAM_Rent_Index,935.6495856,0.00901141
Kawerau District,2017-12,1.4,HAM_Rent_Index,1205.140358,0.001240479
Lower Hutt City,2017-12,1.4,HAM_Rent_Index,912.0633318,0.024881334
Mackenzie District,2017-12,1.4,HAM_Rent_Index,798.5489569,0.000430579
Manawatu District,2017-12,1.4,HAM_Rent_Index,1052.745442,0.00401874
Marlborough District,2017-12,1.4,HAM_Rent_Index,885.2793201,0.007801687
Masterton District,2017-12,1.4,HAM_Rent_Index,1084.844997,0.005084937
Matamata-Piako District,2017-12,1.4,HAM_Rent_Index,925.9050709,0.004633854
Napier City,2017-12,1.4,HAM_Rent_Index,1049.418099,0.015541864
Nelson City,2017-12,1.4,HAM_Rent_Index,936.3169982,0.011543627
New Plymouth District,2017-12,1.4,HAM_Rent_Index,989.8512114,0.015480352
Opotiki District,2017-12,1.4,HAM_Rent_Index,1156.519178,0.001486524
Otorohanga District,2017-12,1.4,HAM_Rent_Index,954.1438421,0.000830403
Palmerston North City,2017-12,1.4,HAM_Rent_Index,1001.933776,0.022082569
Porirua City,2017-12,1.4,HAM_Rent_Index,966.1130622,0.013214685
Queenstown-Lakes District,2017-12,1.4,HAM_Rent_Index,606.1156664,0.00759665
Rangitikei District,2017-12,1.4,HAM_Rent_Index,1082.152613,0.001947859
Rotorua District,2017-12,1.4,HAM_Rent_Index,1024.323913,0.016331259
Ruapehu District,2017-12,1.4,HAM_Rent_Index,1119.84838,0.001855592
Selwyn District,2017-12,1.4,HAM_Rent_Index,646.3876837,0.003885466
South Taranaki District,2017-12,1.4,HAM_Rent_Index,1034.276223,0.004090504
South Waikato District,2017-12,1.4,HAM_Rent_Index,1029.331647,0.004182771
South Wairarapa District,2017-12,1.4,HAM_Rent_Index,911.3873959,0.001066196
Southland District,2017-12,1.4,HAM_Rent_Index,805.1520549,0.001671058
Stratford District,2017-12,1.4,HAM_Rent_Index,1084.317313,0.001199471
Tararua District,2017-12,1.4,HAM_Rent_Index,1151.871128,0.00243995
Tasman District,2017-12,1.4,HAM_Rent_Index,920.7272341,0.006202393
Taupo District,2017-12,1.4,HAM_Rent_Index,923.1737595,0.006817506
Tauranga City,2017-12,1.4,HAM_Rent_Index,902.2447512,0.029228135
Thames-Coromandel District,2017-12,1.4,HAM_Rent_Index,1078.132458,0.004090504
Timaru District,2017-12,1.4,HAM_Rent_Index,958.8554889,0.007873451
Upper Hutt City,2017-12,1.4,HAM_Rent_Index,909.3495103,0.008252771
Waikato District,2017-12,1.4,HAM_Rent_Index,914.6135454,0.009267708
Waimakariri District,2017-12,1.4,HAM_Rent_Index,842.1085017,0.005556524
Waimate District,2017-12,1.4,HAM_Rent_Index,1118.634393,0.000748388
Waipa District,2017-12,1.4,HAM_Rent_Index,861.1379293,0.007586398
Wairoa District,2017-12,1.4,HAM_Rent_Index,1135.728909,0.001066196
Waitaki District,2017-12,1.4,HAM_Rent_Index,972.1465561,0.0029833
Waitomo District,2017-12,1.4,HAM_Rent_Index,1068.523154,0.001189219
Wellington City,2017-12,1.4,HAM_Rent_Index,637.0433497,0.057400326
Western Bay of Plenty District,2017-12,1.4,HAM_Rent_Index,860.7342226,0.005054181
Westland District,2017-12,1.4,HAM_Rent_Index,851.9936106,0.000912418
Whakatane District,2017-12,1.4,HAM_Rent_Index,1060.989474,0.005833325
Whanganui District,2017-12,1.4,HAM_Rent_Index,1178.518184,0.009513753
Whangarei District,2017-12,1.4,HAM_Rent_Index,1013.880119,0.018268866
Auckland Total,2017-12,1.4,HAM_Rent_Index,774.9853727,0.373937648
National Total,2017-12,1.4,HAM_Rent_Index,866.2193267,1
Ashburton District,2018-03,1.4,HAM_Rent_Index,843.9186352,0.005002916
Auckland: Albany Ward,2018-03,1.4,HAM_Rent_Index,664.4283624,0.024564419
Auckland: Albert-Eden-Roskill Ward,2018-03,1.4,HAM_Rent_Index,724.0250108,0.045476402
Auckland: Franklin Ward,2018-03,1.4,HAM_Rent_Index,790.6165531,0.011642777
Auckland: Howick Ward,2018-03,1.4,HAM_Rent_Index,650.5168592,0.028094083
Auckland: Manukau Ward,2018-03,1.4,HAM_Rent_Index,940.6928476,0.04600841
Auckland: Manurewa-Papakura Ward,2018-03,1.4,HAM_Rent_Index,920.8287816,0.041281729
Auckland: Maungakiekie-Tamaki Ward,2018-03,1.4,HAM_Rent_Index,803.2611608,0.028268009
Auckland: North Shore Ward,2018-03,1.4,HAM_Rent_Index,679.486913,0.034273554
Auckland: Orakei Ward,2018-03,1.4,HAM_Rent_Index,547.8394958,0.01851795
Auckland: Rodney Ward,2018-03,1.4,HAM_Rent_Index,793.1339859,0.007806186
Auckland: Waitakere Ward,2018-03,1.4,HAM_Rent_Index,852.8998972,0.03995171
Auckland: Waitemata and Gulf Ward,2018-03,1.4,HAM_Rent_Index,613.6244223,0.025966054
Auckland: Whau Ward,2018-03,1.4,HAM_Rent_Index,842.147566,0.021842996
Buller District,2018-03,1.4,HAM_Rent_Index,1166.575867,0.001636946
Carterton District,2018-03,1.4,HAM_Rent_Index,1108.247073,0.001023091
Central Hawke's Bay District,2018-03,1.4,HAM_Rent_Index,1068.695357,0.001493713
Central Otago District,2018-03,1.4,HAM_Rent_Index,788.0820416,0.002782808
Christchurch City,2018-03,1.4,HAM_Rent_Index,844.1449042,0.098564603
Clutha District,2018-03,1.4,HAM_Rent_Index,892.3434809,0.001370942
Dunedin City,2018-03,1.4,HAM_Rent_Index,1042.290163,0.027224456
Far North District,2018-03,1.4,HAM_Rent_Index,1112.542865,0.008890662
Gisborne District,2018-03,1.4,HAM_Rent_Index,1072.220466,0.010783381
Gore District,2018-03,1.4,HAM_Rent_Index,995.2929028,0.001933642
Grey District,2018-03,1.4,HAM_Rent_Index,982.3796779,0.001943873
Hamilton City,2018-03,1.4,HAM_Rent_Index,922.626284,0.053927135
Hastings District,2018-03,1.4,HAM_Rent_Index,1024.247727,0.016226226
Hauraki District,2018-03,1.4,HAM_Rent_Index,1022.496775,0.002567959
Horowhenua District,2018-03,1.4,HAM_Rent_Index,1128.201661,0.00583162
Hurunui District,2018-03,1.4,HAM_Rent_Index,941.2146191,0.0011254
Invercargill City,2018-03,1.4,HAM_Rent_Index,1015.762751,0.011059616
Kaikoura District,2018-03,1.4,HAM_Rent_Index,806.6748009,0.000480853
Kaipara District,2018-03,1.4,HAM_Rent_Index,1060.523515,0.002588421
Kapiti Coast District,2018-03,1.4,HAM_Rent_Index,935.9969408,0.008941817
Kawerau District,2018-03,1.4,HAM_Rent_Index,1197.400025,0.001258402
Lower Hutt City,2018-03,1.4,HAM_Rent_Index,895.3240516,0.024728114
Mackenzie District,2018-03,1.4,HAM_Rent_Index,746.0659613,0.000439929
Manawatu District,2018-03,1.4,HAM_Rent_Index,1035.224767,0.004020748
Marlborough District,2018-03,1.4,HAM_Rent_Index,880.2901886,0.007795955
Masterton District,2018-03,1.4,HAM_Rent_Index,1078.845567,0.005033609
Matamata-Piako District,2018-03,1.4,HAM_Rent_Index,933.7723492,0.004665296
Napier City,2018-03,1.4,HAM_Rent_Index,1031.093813,0.015438446
Nelson City,2018-03,1.4,HAM_Rent_Index,938.5490311,0.011397236
New Plymouth District,2018-03,1.4,HAM_Rent_Index,987.857367,0.015510062
Opotiki District,2018-03,1.4,HAM_Rent_Index,1152.299588,0.00146302
Otorohanga District,2018-03,1.4,HAM_Rent_Index,867.9879957,0.000859397
Palmerston North City,2018-03,1.4,HAM_Rent_Index,1001.855997,0.022262464
Porirua City,2018-03,1.4,HAM_Rent_Index,949.2725188,0.013044412
Queenstown-Lakes District,2018-03,1.4,HAM_Rent_Index,612.2145775,0.007529951
Rangitikei District,2018-03,1.4,HAM_Rent_Index,1087.878288,0.001933642
Rotorua District,2018-03,1.4,HAM_Rent_Index,1012.303042,0.016594539
Ruapehu District,2018-03,1.4,HAM_Rent_Index,1087.485978,0.001810871
Selwyn District,2018-03,1.4,HAM_Rent_Index,594.0895612,0.003867285
South Taranaki District,2018-03,1.4,HAM_Rent_Index,1019.265904,0.004010517
South Waikato District,2018-03,1.4,HAM_Rent_Index,1022.877505,0.004215136
South Wairarapa District,2018-03,1.4,HAM_Rent_Index,972.1465561,0.001074246
Southland District,2018-03,1.4,HAM_Rent_Index,830.7434207,0.0016881
Stratford District,2018-03,1.4,HAM_Rent_Index,1053.839544,0.001217478
Tararua District,2018-03,1.4,HAM_Rent_Index,1132.120039,0.002424726
Tasman District,2018-03,1.4,HAM_Rent_Index,929.9498767,0.006128316
Taupo District,2018-03,1.4,HAM_Rent_Index,926.3463384,0.00673194
Tauranga City,2018-03,1.4,HAM_Rent_Index,889.5039783,0.029485487
Thames-Coromandel District,2018-03,1.4,HAM_Rent_Index,1061.88316,0.003990056
Timaru District,2018-03,1.4,HAM_Rent_Index,960.0583453,0.007816417
Upper Hutt City,2018-03,1.4,HAM_Rent_Index,900.1808758,0.008154037
Waikato District,2018-03,1.4,HAM_Rent_Index,910.3803376,0.009258975
Waimakariri District,2018-03,1.4,HAM_Rent_Index,854.6343345,0.005586078
Waimate District,2018-03,1.4,HAM_Rent_Index,1055.29067,0.000777549
Waipa District,2018-03,1.4,HAM_Rent_Index,850.1362585,0.007581106
Wairoa District,2018-03,1.4,HAM_Rent_Index,1083.249019,0.001074246
Waitaki District,2018-03,1.4,HAM_Rent_Index,970.5370416,0.003089735
Waitomo District,2018-03,1.4,HAM_Rent_Index,1060.523515,0.00123794
Wellington City,2018-03,1.4,HAM_Rent_Index,636.9236051,0.056075627
Western Bay of Plenty District,2018-03,1.4,HAM_Rent_Index,866.0942042,0.005064301
Westland District,2018-03,1.4,HAM_Rent_Index,842.5270152,0.000920782
Whakatane District,2018-03,1.4,HAM_Rent_Index,1035.696772,0.005790696
Whanganui District,2018-03,1.4,HAM_Rent_Index,1165.007888,0.009514748
Whangarei District,2018-03,1.4,HAM_Rent_Index,996.8299642,0.018333794
Auckland Total,2018-03,1.4,HAM_Rent_Index,772.6844491,0.373704511
National Total,2018-03,1.4,HAM_Rent_Index,863.1489384,1
Ashburton District,2018-06,1.4,HAM_Rent_Index,831.5952456,0.005019453
Auckland: Albany Ward,2018-06,1.4,HAM_Rent_Index,652.3301789,0.024694096
Auckland: Albert-Eden-Roskill Ward,2018-06,1.4,HAM_Rent_Index,716.4663925,0.045336344
Auckland: Franklin Ward,2018-06,1.4,HAM_Rent_Index,786.3566832,0.011681819
Auckland: Howick Ward,2018-06,1.4,HAM_Rent_Index,654.0964724,0.028312537
Auckland: Manukau Ward,2018-06,1.4,HAM_Rent_Index,925.716631,0.04590078
Auckland: Manurewa-Papakura Ward,2018-06,1.4,HAM_Rent_Index,905.8746133,0.041324813
Auckland: Maungakiekie-Tamaki Ward,2018-06,1.4,HAM_Rent_Index,773.641747,0.027889209
Auckland: North Shore Ward,2018-06,1.4,HAM_Rent_Index,658.2994192,0.033936743
Auckland: Orakei Ward,2018-06,1.4,HAM_Rent_Index,535.5268708,0.018525611
Auckland: Rodney Ward,2018-06,1.4,HAM_Rent_Index,777.8421989,0.007841635
Auckland: Waitakere Ward,2018-06,1.4,HAM_Rent_Index,836.7921443,0.039923801
Auckland: Waitemata and Gulf Ward,2018-06,1.4,HAM_Rent_Index,614.3426146,0.026125345
Auckland: Whau Ward,2018-06,1.4,HAM_Rent_Index,833.7475869,0.02191223
Buller District,2018-06,1.4,HAM_Rent_Index,1148.348119,0.001612676
Carterton District,2018-06,1.4,HAM_Rent_Index,1057.924193,0.001028081
Central Hawke's Bay District,2018-06,1.4,HAM_Rent_Index,1057.722837,0.00143125
Central Otago District,2018-06,1.4,HAM_Rent_Index,790.2939657,0.002882658
Christchurch City,2018-06,1.4,HAM_Rent_Index,834.7406827,0.099834701
Clutha District,2018-06,1.4,HAM_Rent_Index,837.9322928,0.001350616
Dunedin City,2018-06,1.4,HAM_Rent_Index,1027.298855,0.028070635
Far North District,2018-06,1.4,HAM_Rent_Index,1117.076662,0.008789082
Gisborne District,2018-06,1.4,HAM_Rent_Index,1046.114228,0.010663818
Gore District,2018-06,1.4,HAM_Rent_Index,993.1659405,0.001864656
Grey District,2018-06,1.4,HAM_Rent_Index,984.6742175,0.001955369
Hamilton City,2018-06,1.4,HAM_Rent_Index,906.1444496,0.053964158
Hastings District,2018-06,1.4,HAM_Rent_Index,1019.275333,0.015905013
Hauraki District,2018-06,1.4,HAM_Rent_Index,1035.799008,0.002539964
Horowhenua District,2018-06,1.4,HAM_Rent_Index,1124.984029,0.005866108
Hurunui District,2018-06,1.4,HAM_Rent_Index,945.1424844,0.001088556
Invercargill City,2018-06,1.4,HAM_Rent_Index,988.7836618,0.01089564
Kaikoura District,2018-06,1.4,HAM_Rent_Index,837.7007552,0.000473723
Kaipara District,2018-06,1.4,HAM_Rent_Index,1055.365328,0.00259036
Kapiti Coast District,2018-06,1.4,HAM_Rent_Index,935.0544029,0.008849558
Kawerau District,2018-06,1.4,HAM_Rent_Index,1203.610021,0.001269982
Lower Hutt City,2018-06,1.4,HAM_Rent_Index,885.476136,0.024532828
Mackenzie District,2018-06,1.4,HAM_Rent_Index,729.1099167,0.000443486
Manawatu District,2018-06,1.4,HAM_Rent_Index,1051.102621,0.003971214
Marlborough District,2018-06,1.4,HAM_Rent_Index,867.7167493,0.007740843
Masterton District,2018-06,1.4,HAM_Rent_Index,1068.398689,0.005090007
Matamata-Piako District,2018-06,1.4,HAM_Rent_Index,941.0978215,0.004575967
Napier City,2018-06,1.4,HAM_Rent_Index,1017.966251,0.015290181
Nelson City,2018-06,1.4,HAM_Rent_Index,924.0969468,0.011419759
New Plymouth District,2018-06,1.4,HAM_Rent_Index,977.5192767,0.015501844
Opotiki District,2018-06,1.4,HAM_Rent_Index,1123.223385,0.001491725
Otorohanga District,2018-06,1.4,HAM_Rent_Index,915.6264074,0.000866813
Palmerston North City,2018-06,1.4,HAM_Rent_Index,999.734499,0.022375874
Porirua City,2018-06,1.4,HAM_Rent_Index,942.0258253,0.013012276
Queenstown-Lakes District,2018-06,1.4,HAM_Rent_Index,602.2660929,0.007589655
Rangitikei District,2018-06,1.4,HAM_Rent_Index,1101.25977,0.001935211
Rotorua District,2018-06,1.4,HAM_Rent_Index,1005.451577,0.016328341
Ruapehu District,2018-06,1.4,HAM_Rent_Index,1097.670974,0.001834419
Selwyn District,2018-06,1.4,HAM_Rent_Index,603.02324,0.00402161
South Taranaki District,2018-06,1.4,HAM_Rent_Index,1018.953612,0.004082085
South Waikato District,2018-06,1.4,HAM_Rent_Index,1026.966851,0.00402161
South Wairarapa District,2018-06,1.4,HAM_Rent_Index,1019.463423,0.001138952
Southland District,2018-06,1.4,HAM_Rent_Index,766.5001694,0.001572359
Stratford District,2018-06,1.4,HAM_Rent_Index,1046.92706,0.001179269
Tararua District,2018-06,1.4,HAM_Rent_Index,1142.587835,0.0023283
Tasman District,2018-06,1.4,HAM_Rent_Index,918.944505,0.006077771
Taupo District,2018-06,1.4,HAM_Rent_Index,896.696375,0.006753079
Tauranga City,2018-06,1.4,HAM_Rent_Index,879.794321,0.029018082
Thames-Coromandel District,2018-06,1.4,HAM_Rent_Index,1047.866514,0.004011531
Timaru District,2018-06,1.4,HAM_Rent_Index,955.3854084,0.007892031
Upper Hutt City,2018-06,1.4,HAM_Rent_Index,880.779398,0.00804322
Waikato District,2018-06,1.4,HAM_Rent_Index,911.1868702,0.009162013
Waimakariri District,2018-06,1.4,HAM_Rent_Index,853.0194727,0.005634285
Waimate District,2018-06,1.4,HAM_Rent_Index,1028.231934,0.000786179
Waipa District,2018-06,1.4,HAM_Rent_Index,825.9293908,0.007438466
Wairoa District,2018-06,1.4,HAM_Rent_Index,1079.64353,0.001048239
Waitaki District,2018-06,1.4,HAM_Rent_Index,936.3819663,0.003013688
Waitomo District,2018-06,1.4,HAM_Rent_Index,1057.209379,0.001209507
Wellington City,2018-06,1.4,HAM_Rent_Index,628.8138497,0.057078638
Western Bay of Plenty District,2018-06,1.4,HAM_Rent_Index,857.433262,0.005039611
Westland District,2018-06,1.4,HAM_Rent_Index,789.1542634,0.000856734
Whakatane District,2018-06,1.4,HAM_Rent_Index,1019.716004,0.005664523
Whanganui District,2018-06,1.4,HAM_Rent_Index,1160.559325,0.009282964
Whangarei District,2018-06,1.4,HAM_Rent_Index,1000.266497,0.018293789
Auckland Total,2018-06,1.4,HAM_Rent_Index,760.1668581,0.373394884
National Total,2018-06,1.4,HAM_Rent_Index,852.0857599,1
Ashburton District,2018-09,1.4,HAM_Rent_Index,821.532301,0.004940063
Auckland: Albany Ward,2018-09,1.4,HAM_Rent_Index,645.3746044,0.024839473
Auckland: Albert-Eden-Roskill Ward,2018-09,1.4,HAM_Rent_Index,707.3263158,0.04524581
Auckland: Franklin Ward,2018-09,1.4,HAM_Rent_Index,771.350541,0.01183826
Auckland: Howick Ward,2018-09,1.4,HAM_Rent_Index,651.3823651,0.028437668
Auckland: Manukau Ward,2018-09,1.4,HAM_Rent_Index,907.1317359,0.045553943
Auckland: Manurewa-Papakura Ward,2018-09,1.4,HAM_Rent_Index,888.7292013,0.041180446
Auckland: Maungakiekie-Tamaki Ward,2018-09,1.4,HAM_Rent_Index,773.4723675,0.027771703
Auckland: North Shore Ward,2018-09,1.4,HAM_Rent_Index,649.6172761,0.033914478
Auckland: Orakei Ward,2018-09,1.4,HAM_Rent_Index,543.2431519,0.018676818
Auckland: Rodney Ward,2018-09,1.4,HAM_Rent_Index,748.3694237,0.007902113
Auckland: Waitakere Ward,2018-09,1.4,HAM_Rent_Index,823.8652733,0.040077133
Auckland: Waitemata and Gulf Ward,2018-09,1.4,HAM_Rent_Index,608.0091867,0.026032245
Auckland: Whau Ward,2018-09,1.4,HAM_Rent_Index,824.9584555,0.021927122
Buller District,2018-09,1.4,HAM_Rent_Index,1177.444586,0.001600302
Carterton District,2018-09,1.4,HAM_Rent_Index,1073.029689,0.001053615
Central Hawke's Bay District,2018-09,1.4,HAM_Rent_Index,1040.053852,0.001351808
Central Otago District,2018-09,1.4,HAM_Rent_Index,790.2939657,0.002842773
Christchurch City,2018-09,1.4,HAM_Rent_Index,835.0526878,0.099805181
Clutha District,2018-09,1.4,HAM_Rent_Index,803.0775899,0.001371688
Dunedin City,2018-09,1.4,HAM_Rent_Index,1021.112168,0.028318391
Far North District,2018-09,1.4,HAM_Rent_Index,1097.339001,0.00887621
Gisborne District,2018-09,1.4,HAM_Rent_Index,1042.947145,0.010645488
Gore District,2018-09,1.4,HAM_Rent_Index,943.0878264,0.001828917
Grey District,2018-09,1.4,HAM_Rent_Index,962.2770472,0.001958134
Hamilton City,2018-09,1.4,HAM_Rent_Index,893.6957581,0.054072322
Hastings District,2018-09,1.4,HAM_Rent_Index,991.3697928,0.015834046
Hauraki District,2018-09,1.4,HAM_Rent_Index,994.494752,0.002594279
Horowhenua District,2018-09,1.4,HAM_Rent_Index,1123.586471,0.00593404
Hurunui District,2018-09,1.4,HAM_Rent_Index,950.4468553,0.001113254
Invercargill City,2018-09,1.4,HAM_Rent_Index,973.4930194,0.010764766
Kaikoura District,2018-09,1.4,HAM_Rent_Index,833.2684756,0.000487048
Kaipara District,2018-09,1.4,HAM_Rent_Index,1057.487666,0.002604218
Kapiti Coast District,2018-09,1.4,HAM_Rent_Index,924.4072152,0.008906029
Kawerau District,2018-09,1.4,HAM_Rent_Index,1192.036847,0.00125241
Lower Hutt City,2018-09,1.4,HAM_Rent_Index,882.9642167,0.02454128
Mackenzie District,2018-09,1.4,HAM_Rent_Index,651.5450325,0.000467169
Manawatu District,2018-09,1.4,HAM_Rent_Index,1029.547169,0.003956026
Marlborough District,2018-09,1.4,HAM_Rent_Index,879.0554001,0.007733137
Masterton District,2018-09,1.4,HAM_Rent_Index,1042.813397,0.00505934
Matamata-Piako District,2018-09,1.4,HAM_Rent_Index,915.3327963,0.004592171
Napier City,2018-09,1.4,HAM_Rent_Index,1003.957633,0.015187961
Nelson City,2018-09,1.4,HAM_Rent_Index,913.4751555,0.011281633
New Plymouth District,2018-09,1.4,HAM_Rent_Index,967.7787604,0.015486154
Opotiki District,2018-09,1.4,HAM_Rent_Index,1121.707564,0.001421386
Otorohanga District,2018-09,1.4,HAM_Rent_Index,961.0994355,0.000874699
Palmerston North City,2018-09,1.4,HAM_Rent_Index,990.9413897,0.022364471
Porirua City,2018-09,1.4,HAM_Rent_Index,919.6282934,0.012971393
Queenstown-Lakes District,2018-09,1.4,HAM_Rent_Index,627.8446511,0.007872294
Rangitikei District,2018-09,1.4,HAM_Rent_Index,1116.44956,0.001908435
Rotorua District,2018-09,1.4,HAM_Rent_Index,984.3430091,0.016241576
Ruapehu District,2018-09,1.4,HAM_Rent_Index,1080.16284,0.001878616
Selwyn District,2018-09,1.4,HAM_Rent_Index,609.9979011,0.004015665
South Taranaki District,2018-09,1.4,HAM_Rent_Index,1005.918397,0.004005725
South Waikato District,2018-09,1.4,HAM_Rent_Index,1022.985852,0.003896388
